0;0;0;2;41.345731;{};[]
0;0;0;2;60.995119;{};[]
0;0;0;2;36.295556;{};[]
0;0;0;2;37.936141;{};[]
0;0;0;2;39.091124;{};[]
0;0;0;2;36.66426;{};[]
0;0;0;2;38.416991;{};[]
0;0;0;2;37.765054;{};[]
0;0;0;2;37.279332;{};[]
0;0;0;2;37.642792;{};[]
0;0;0;2;39.287517;{};[]
0;0;0;2;37.935843;{};[]
0;0;0;2;38.778211;{};[]
0;0;0;2;39.057684;{};[]
0;0;0;2;37.575005;{};[]
0;0;0;2;37.95099;{};[]
0;0;0;2;38.485062;{};[]
0;0;0;2;39.961455;{};[]
0;0;0;2;38.684438;{};[]
0;0;0;2;62.60789;{};[]
0;0;0;2;38.021897;{};[]
0;0;0;2;38.826207;{};[]
0;0;0;2;38.112719;{};[]
0;0;0;2;40.260752;{};[]
0;0;0;2;37.885403;{};[]
0;0;0;2;40.392231;{};[]
0;0;0;2;38.686777;{};[]
0;0;0;2;37.34605;{};[]
0;0;0;2;37.18198;{};[]
0;0;0;2;38.037106;{};[]
0;0;0;2;39.46808;{};[]
0;0;0;2;37.986687;{};[]
