0;0;0;1;6.273279;{};[]
0;0;0;1;2.20853;{};[]
0;0;0;1;2.207635;{};[]
0;0;0;1;2.241147;{};[]
0;0;0;1;2.196288;{};[]
0;0;0;1;2.2305;{};[]
0;0;0;1;2.228251;{};[]
0;0;0;1;2.180071;{};[]
0;0;0;1;2.233492;{};[]
0;0;0;1;2.209836;{};[]
0;0;0;1;2.210622;{};[]
0;0;0;1;2.240843;{};[]
0;0;0;1;2.212823;{};[]
0;0;0;1;2.213792;{};[]
0;0;0;1;2.225425;{};[]
0;0;0;1;2.237704;{};[]
0;0;0;1;2.221141;{};[]
0;0;0;1;2.223296;{};[]
0;0;0;1;2.209134;{};[]
0;0;0;1;2.236953;{};[]
0;0;0;1;2.220841;{};[]
0;0;0;1;2.211587;{};[]
0;0;0;1;2.299457;{};[]
0;0;0;1;2.194888;{};[]
0;0;0;1;2.220926;{};[]
0;0;0;1;2.207321;{};[]
0;0;0;1;2.237356;{};[]
0;0;0;1;2.239825;{};[]
0;0;0;1;2.223465;{};[]
0;0;0;1;2.211965;{};[]
0;0;0;1;2.208603;{};[]
0;0;0;1;2.207384;{};[]
0;0;0;1;2.238022;{};[]
0;0;0;1;2.237309;{};[]
0;0;0;1;2.208695;{};[]
0;0;0;1;2.238888;{};[]
0;0;0;1;2.20944;{};[]
0;0;0;1;2.238927;{};[]
0;0;0;1;2.206496;{};[]
0;0;0;1;2.205628;{};[]
0;0;0;1;2.210042;{};[]
0;0;0;1;2.208548;{};[]
0;0;0;1;2.229018;{};[]
0;0;0;1;2.212481;{};[]
0;0;0;1;2.213995;{};[]
0;0;0;1;2.211468;{};[]
0;0;0;1;2.209863;{};[]
0;0;0;1;2.242342;{};[]
0;0;0;1;2.195547;{};[]
0;0;0;1;2.213707;{};[]
0;0;0;1;2.226255;{};[]
0;0;0;1;2.225331;{};[]
0;0;0;1;2.241036;{};[]
0;0;0;1;2.223251;{};[]
0;0;0;1;2.205308;{};[]
0;0;0;1;2.209225;{};[]
0;0;0;1;2.208423;{};[]
0;0;0;1;2.205853;{};[]
0;0;0;1;2.193851;{};[]
0;0;0;1;2.208048;{};[]
0;0;0;1;2.207762;{};[]
0;0;0;1;2.205676;{};[]
0;0;0;1;2.205929;{};[]
0;0;0;1;2.240046;{};[]
0;0;0;1;2.208491;{};[]
0;0;0;1;2.208189;{};[]
0;0;0;1;2.203824;{};[]
0;0;0;1;2.207044;{};[]
0;0;0;1;2.239256;{};[]
0;0;0;1;2.240074;{};[]
0;0;0;1;2.209135;{};[]
0;0;0;1;2.238418;{};[]
0;0;0;1;2.236034;{};[]
0;0;0;1;2.240492;{};[]
0;0;0;1;2.206233;{};[]
0;0;0;1;2.205911;{};[]
0;0;0;1;2.209755;{};[]
0;0;0;1;2.224293;{};[]
0;0;0;1;2.241219;{};[]
0;0;0;1;2.226304;{};[]
0;0;0;1;2.190665;{};[]
0;0;0;1;2.236389;{};[]
0;0;0;1;2.205833;{};[]
0;0;0;1;2.209133;{};[]
0;0;0;1;2.195402;{};[]
0;0;0;1;2.226267;{};[]
0;0;0;1;2.21084;{};[]
0;0;0;1;2.22547;{};[]
0;0;0;1;2.242903;{};[]
0;0;0;1;2.206692;{};[]
0;0;0;1;2.238201;{};[]
0;0;0;1;2.240445;{};[]
0;0;0;1;2.238844;{};[]
0;0;0;1;2.206892;{};[]
0;0;0;1;2.208213;{};[]
0;0;0;1;2.194264;{};[]
0;0;0;1;2.242004;{};[]
0;0;0;1;2.224468;{};[]
0;0;0;1;2.209044;{};[]
0;0;0;1;2.222615;{};[]
0;0;0;1;2.193511;{};[]
0;0;0;1;2.21062;{};[]
0;0;0;1;2.208526;{};[]
