0;0;0;1;5.440332;{};[]
1.0;1;0;0;8.860804;{};[]
1.0;1;0;0;5.981508;{};[]
1.0;1;0;0;4.689388;{};[]
1.0;1;0;0;5.491643;{};[]
1.0;1;0;0;5.815553;{};[]
1.0;1;0;0;6.01384;{};[]
1.0;1;0;0;6.451429;{};[]
0.0;0;1;0;8.955704;{'type': 'horses'};[]
0.0;0;1;0;6.475523;{'type': 'birdhouse'};[]
1.0;1;0;0;5.584083;{};[]
0;0;0;1;5.958765;{};[]
0.0;0;1;0;7.793493;{'type': 'van'};[]
1.0;1;0;0;6.211269;{};[]
1.0;1;0;0;5.760552;{};[]
1.0;1;0;0;5.678455;{};[]
0.0;0;1;0;4.603108;{'type': 'frog statue'};[]
1.0;1;0;0;6.075472;{};[]
1.0;1;0;0;5.276937;{};[]
1.0;1;0;0;6.399213;{};[]
1.0;1;0;0;5.163048;{};[]
1.0;1;0;0;5.89437;{};[]
1.0;1;0;0;5.451164;{};[]
1.0;1;0;0;5.495222;{};[]
1.0;1;0;0;5.125349;{};[]
0.0;0;1;0;5.594253;{'type': 'camel'};[]
0.0;0;1;0;5.337648;{'type': 'dump truck'};[]
0;0;0;1;5.910287;{};[]
0.0;0;1;0;5.720047;{'type': 'model airplane'};[]
1.0;1;0;0;5.83508;{};[]
1.0;1;0;0;5.926793;{};[]
1.0;1;0;0;5.568562;{};[]
1.0;1;0;0;5.540879;{};[]
1.0;1;0;0;5.754937;{};[]
1.0;1;0;0;5.414169;{};[]
0.0;0;1;0;5.262798;{'type': 'dog'};[]
0;0;0;1;5.610997;{};[]
0.0;0;1;0;5.649155;{'type': 'horse'};[]
1.0;1;0;0;5.321844;{};[]
1.0;1;0;0;6.313664;{};[]
0.0;0;1;0;5.124852;{'type': 'gun barrel'};[]
0;0;0;1;5.78726;{};[]
1.0;1;0;0;6.24684;{};[]
1.0;1;0;0;5.331074;{};[]
1.0;1;0;0;6.990526;{};[]
1.0;1;0;0;13.609162;{};[]
1.0;1;0;0;5.873275;{};[]
0;0;0;1;6.675805;{};[]
1.0;1;0;0;5.184083;{};[]
1.0;1;0;0;7.13609;{};[]
1.0;1;0;0;5.817809;{};[]
0;0;0;1;5.298097;{};[]
1.0;1;0;0;5.615914;{};[]
1.0;1;0;0;5.059869;{};[]
1.0;1;0;0;6.242687;{};[]
0.0;0;1;0;6.668506;{'type': 'monkey'};[]
0;0;0;1;5.99533;{};[]
1.0;1;0;0;5.457058;{};[]
0.0;0;1;0;6.104417;{'type': 'pronghorn'};[]
1.0;1;0;0;6.859242;{};[]
0.0;0;1;0;6.635433;{'type': 'dog'};[]
0.0;0;1;0;5.707429;{'type': 'fire truck'};[]
1.0;1;0;0;5.582579;{};[]
1.0;1;0;0;6.409081;{};[]
0;0;0;1;5.463228;{};[]
1.0;1;0;0;6.088444;{};[]
1.0;1;0;0;6.802861;{};[]
0.0;0;1;0;6.509066;{'type': 'animal'};[]
0.0;0;1;0;5.448253;{'type': 'car'};[]
1.0;1;0;0;6.383734;{};[]
0.0;0;1;0;5.951929;{'type': 'cassowary'};[]
1.0;1;0;0;6.045105;{};[]
1.0;1;0;0;5.555798;{};[]
1.0;1;0;0;5.310493;{};[]
0.0;0;1;0;5.290846;{'type': 'crushed object'};[]
1.0;1;0;0;5.399304;{};[]
1.0;1;0;0;5.661866;{};[]
1.0;1;0;0;5.876293;{};[]
0;0;0;1;6.10941;{};[]
0.0;0;1;0;4.983341;{'type': 'jet'};[]
1.0;1;0;0;4.755173;{};[]
1.0;1;0;0;5.212542;{};[]
1.0;1;0;0;5.260589;{};[]
1.0;1;0;0;5.446248;{};[]
0.0;0;1;0;6.119943;{'type': 'cat'};[]
1.0;1;0;0;5.965015;{};[]
1.0;1;0;0;6.600481;{};[]
1.0;1;0;0;7.936818;{};[]
1.0;1;0;0;5.386407;{};[]
0;0;0;1;5.828602;{};[]
1.0;1;0;0;5.512382;{};[]
0.0;0;1;0;5.292422;{'type': 'fire truck'};[]
1.0;1;0;0;5.648135;{};[]
0.0;0;1;0;5.293728;{'type': 'animal'};[]
1.0;1;0;0;6.547578;{};[]
1.0;1;0;0;6.055254;{};[]
0.0;0;1;0;5.95566;{'type': 'banana boat'};[]
1.0;1;0;0;6.181065;{};[]
1.0;1;0;0;5.029128;{};[]
1.0;1;0;0;5.46136;{};[]
1.0;1;0;0;5.443716;{};[]
1.0;1;0;0;5.292881;{};[]
1.0;1;0;0;6.073666;{};[]
