0.0;0;1;0;43.992699;{'type': 'pet'};[]
0.0;0;0;1;34.595312;{};['type']
1.0;1;0;0;36.672835;{};[]
1.0;1;0;0;36.411951;{};[]
0.0;0;1;0;38.851799;{'type': 'animal'};[]
1.0;1;0;0;36.93477;{};[]
0.0;0;1;0;39.293475;{'type': 'plant'};[]
0.0;0;1;0;37.154563;{'type': 'person'};[]
1.0;1;0;0;37.384377;{};[]
1.0;1;0;0;37.595358;{};[]
1.0;1;0;0;38.388295;{};[]
1.0;1;0;0;37.320799;{};[]
1.0;1;0;0;36.951984;{};[]
1.0;1;0;0;37.324748;{};[]
1.0;1;0;0;37.109726;{};[]
1.0;1;0;0;38.847605;{};[]
0.0;0;1;0;37.878104;{'type': 'frog_statue'};[]
1.0;1;0;0;37.260886;{};[]
1.0;1;0;0;36.580019;{};[]
1.0;1;0;0;37.875303;{};[]
0.0;0;1;0;39.884048;{'type': 'amphibian'};[]
1.0;1;0;0;40.205359;{};[]
0.0;0;1;0;40.914719;{'type': 'meteorite'};[]
1.0;1;0;0;37.505088;{};[]
1.0;1;0;0;37.339858;{};[]
1.0;1;0;0;37.759718;{};[]
1.0;1;0;0;37.741302;{};[]
1.0;1;0;0;39.392266;{};[]
1.0;1;0;0;39.119832;{};[]
0.0;0;1;0;39.615671;{'type': 'semi truck'};[]
1.0;1;0;0;40.432738;{};[]
0.0;0;1;0;39.841118;{'type': 'animal'};[]
0.0;0;1;0;40.306592;{'type': 'animal'};[]
1.0;1;0;0;36.885137;{};[]
1.0;1;0;0;38.765357;{};[]
1.0;1;0;0;37.95658;{};[]
1.0;1;0;0;38.178231;{};[]
0.0;0;1;0;39.440741;{'type': 'animal'};[]
0.0;0;1;0;39.636747;{'type': 'animal'};[]
1.0;1;0;0;38.590659;{};[]
0.0;0;1;0;41.108825;{'type': 'ostrich'};[]
1.0;1;0;0;39.469474;{};[]
0.0;0;1;0;39.138099;{'type': 'animal'};[]
1.0;1;0;0;39.454349;{};[]
1.0;1;0;0;41.577544;{};[]
1.0;1;0;0;37.901868;{};[]
0.0;0;1;0;38.282269;{'type': 'duck'};[]
0;0;0;1;39.602064;{};[]
0;0;0;1;52.716357;{};[]
1.0;1;0;0;38.624992;{};[]
0.0;0;1;0;39.992581;{'type': 'transport_vehicle'};[]
1.0;1;0;0;37.716718;{};[]
0.0;0;1;0;38.443305;{'type': 'animal'};[]
0.0;0;1;0;38.942091;{'type': 'toy truck'};[]
1.0;1;0;0;39.44904;{};[]
1.0;1;0;0;41.043893;{};[]
1.0;1;0;0;43.934214;{};[]
1.0;1;0;0;38.773379;{};[]
0.0;0;1;0;40.13526;{'type': 'camel'};[]
1.0;1;0;0;38.196944;{};[]
0;0;0;1;51.439629;{};[]
1.0;1;0;0;38.55673;{};[]
1.0;1;0;0;37.998955;{};[]
1.0;1;0;0;38.233603;{};[]
1.0;1;0;0;38.834003;{};[]
1.0;1;0;0;38.669385;{};[]
1.0;1;0;0;37.852021;{};[]
0.0;0;1;0;40.489827;{'type': 'animal'};[]
0.0;0;1;0;39.388678;{'type': 'tractor'};[]
1.0;1;0;0;38.00872;{};[]
1.0;1;0;0;39.130174;{};[]
1.0;1;0;0;38.682765;{};[]
1.0;1;0;0;38.620638;{};[]
1.0;1;0;0;41.182072;{};[]
0.0;0;1;0;39.416499;{'type': 'mound of animal waste'};[]
0.0;0;1;0;58.396918;{'type': 'sporting event'};[]
1.0;1;0;0;38.903001;{};[]
1.0;1;0;0;38.667029;{};[]
1.0;1;0;0;37.222774;{};[]
1.0;1;0;0;36.523467;{};[]
0;0;0;1;50.78608;{};[]
0.0;0;1;0;37.267612;{'type': 'animal'};[]
1.0;1;0;0;38.686931;{};[]
1.0;1;0;0;42.87351;{};[]
0.0;0;1;0;39.105033;{'type': 'animal'};[]
0.0;0;1;0;39.94193;{'type': 'animal'};[]
1.0;1;0;0;36.858248;{};[]
1.0;1;0;0;39.144812;{};[]
0.0;0;1;0;42.850014;{'type': 'image'};[]
1.0;1;0;0;37.939072;{};[]
0.0;0;0;1;35.518708;{};['type']
0.0;0;1;0;39.079169;{'type': 'emergency vehicle'};[]
1.0;1;0;0;37.682638;{};[]
0.0;0;1;0;39.351968;{'type': 'animal'};[]
1.0;1;0;0;36.145092;{};[]
1.0;1;0;0;36.735084;{};[]
1.0;1;0;0;38.31006;{};[]
0;0;0;1;39.538112;{};[]
1.0;1;0;0;45.299753;{};[]
0.0;0;1;0;37.790946;{'type': 'image'};[]
1.0;1;0;0;38.572865;{};[]
0.0;0;1;0;37.630785;{'type': 'old truck'};[]
0.0;0;1;0;39.748612;{'type': 'animal'};[]
