28.424329;1
46.723125;1
29.823072;1
34.853049;1
34.756012;1
29.05025;1
49.085416;0
19.024461;1
32.970838;1
30.133387;0
26.409207;1
25.73739;1
26.231747;0
35.642079;1
28.799517;1
38.84623;1
48.277088;1
44.339093;0
42.538337;0
47.189862;1
34.838792;1
30.276785;1
39.674419;1
69.020373;1
38.780574;0
33.068119;1
50.152599;1
72.213008;0
46.653493;0
38.783534;0
35.101858;0
32.308943;0
46.231089;1
75.58373;0
70.882283;1
51.707376;1
87.632584;0
38.360721;1
55.66895;0
47.490817;1
58.363475;0
43.033553;1
32.314948;0
47.092488;1
89.550232;0
45.190348;1
37.496994;0
64.854839;1
61.099138;0
44.457242;0
66.087636;0
64.3078;1
66.433325;0
57.006654;0
33.98317;1
76.507297;0
42.433967;0
31.530114;0
85.977062;0
22.520779;1
62.18571;1
34.826328;1
39.294142;0
35.023999;1
34.702932;1
41.576711;1
46.692473;1
61.89062;0
54.209128;0
28.77913;0
72.787518;0
37.374506;1
130.425493;1
67.337052;1
48.24542;0
24.431015;0
22.090728;0
100.17095;1
33.891148;0
24.50845;1
77.691926;1
63.743721;0
73.712898;0
23.780038;0
64.381095;1
81.864801;0
17.423899;1
54.996334;0
56.122456;1
43.383396;1
50.811541;0
68.737646;0
52.126593;1
44.190951;0
18.385838;1
51.709086;1
43.812681;0
22.946395;0
22.045071;0
32.932107;1
